Location,Date,Time,Traffic_Status
Vizianagaram,2025-12-03,21:22,Low
Visakhapatnam,2025-09-12,16:04,Medium
Anantapur,2025-03-01,06:49,High
Prakasam,2025-03-23,20:03,Medium
Guntur,2025-08-01,13:38,Medium
Vizianagaram,2025-11-22,09:34,Medium
Prakasam,2025-08-14,09:14,Low
Krishna,2025-06-24,10:24,High
Guntur,2025-09-18,12:45,Low
West Godavari,2025-11-15,00:12,Low
East Godavari,2025-08-12,18:34,High
East Godavari,2025-11-03,01:16,Low
Guntur,2025-12-24,09:11,Low
Visakhapatnam,2025-11-13,23:26,Medium
Krishna,2025-08-28,15:38,High
West Godavari,2025-08-17,15:13,High
East Godavari,2025-06-20,15:59,Medium
Nellore,2025-02-07,08:49,High
East Godavari,2025-10-10,19:23,Low
Visakhapatnam,2025-12-07,12:56,High
Chittoor,2025-05-10,16:11,Low
Anantapur,2025-01-12,05:13,Medium
Anantapur,2025-09-09,22:38,Medium
YSR Kadapa,2025-07-24,13:43,High
Chittoor,2025-07-09,06:43,Low
East Godavari,2025-06-03,04:53,Low
Nellore,2025-07-16,14:11,High
Guntur,2025-04-14,03:59,High
Guntur,2025-01-04,06:38,Low
Guntur,2025-05-24,03:22,Medium
Krishna,2025-02-24,21:28,High
Anantapur,2025-07-16,03:09,Low
Kurnool,2025-01-18,21:48,High
Chittoor,2025-08-04,08:53,Low
West Godavari,2025-10-13,22:49,High
Vizianagaram,2025-09-04,15:19,Medium
Guntur,2025-02-27,07:51,Low
Anantapur,2025-10-10,14:39,Low
Anantapur,2025-10-10,03:42,Low
Krishna,2025-02-16,10:24,Low
Anantapur,2025-07-02,20:17,Low
Kurnool,2025-03-10,12:00,Low
Krishna,2025-11-26,12:44,Medium
Anantapur,2025-01-10,10:40,High
YSR Kadapa,2025-08-14,17:09,Medium
West Godavari,2025-09-07,13:41,High
Anantapur,2025-02-14,09:37,Medium
Nellore,2025-06-20,13:08,Low
Kurnool,2025-10-15,20:10,High
Kurnool,2025-04-27,10:15,Low
Vizianagaram,2025-01-04,07:31,Medium
Prakasam,2025-04-05,18:21,High
Vizianagaram,2025-09-23,02:15,High
Guntur,2025-03-03,05:39,Low
Guntur,2025-12-20,13:08,Low
Chittoor,2025-10-15,13:03,Medium
YSR Kadapa,2025-09-18,03:43,Low
West Godavari,2025-07-10,18:22,Low
Srikakulam,2025-10-16,08:35,Low
Nellore,2025-10-09,08:28,Medium
Anantapur,2025-09-17,21:41,Medium
Prakasam,2025-05-24,09:52,Low
Guntur,2025-07-09,13:59,High
YSR Kadapa,2025-05-07,00:06,Medium
Visakhapatnam,2025-03-22,12:59,Low
Krishna,2025-04-06,08:37,Medium
West Godavari,2025-12-13,05:42,Medium
West Godavari,2025-02-25,06:03,Medium
Prakasam,2025-09-25,19:43,Medium
Nellore,2025-08-01,12:43,Low
Vizianagaram,2025-10-27,11:31,Low
Nellore,2025-01-03,02:05,Low
YSR Kadapa,2025-06-14,07:44,Low
YSR Kadapa,2025-06-22,13:45,Medium
Kurnool,2025-12-21,04:42,High
Guntur,2025-07-03,06:32,Medium
Krishna,2025-02-26,19:17,Low
West Godavari,2025-05-02,03:08,Medium
Kurnool,2025-04-23,06:09,Medium
Kurnool,2025-06-16,07:54,High
Visakhapatnam,2025-01-08,23:46,Medium
Visakhapatnam,2025-05-23,07:26,Low
Anantapur,2025-03-24,08:01,Low
Guntur,2025-05-21,04:40,Low
Nellore,2025-01-18,20:43,Medium
Krishna,2025-05-12,06:45,Medium
West Godavari,2025-11-02,12:23,High
East Godavari,2025-02-13,09:57,High
Prakasam,2025-10-10,18:48,Medium
Krishna,2025-05-06,09:25,Medium
Vizianagaram,2025-06-05,15:48,Medium
West Godavari,2025-12-15,18:30,High
Kurnool,2025-08-18,13:51,Medium
West Godavari,2025-04-21,21:42,Low
Vizianagaram,2025-12-22,21:54,High
Prakasam,2025-05-22,15:49,Medium
Nellore,2025-02-23,13:36,Low
Srikakulam,2025-06-09,14:45,Medium
Kurnool,2025-09-06,05:44,Low
YSR Kadapa,2025-08-17,20:37,Medium
Visakhapatnam,2025-06-22,08:12,Medium
East Godavari,2025-08-02,05:10,Medium
Prakasam,2025-02-17,05:42,High
Guntur,2025-08-22,05:39,High
Kurnool,2025-12-13,21:30,Low
Krishna,2025-01-01,07:12,Medium
Prakasam,2025-10-22,20:10,Low
East Godavari,2025-05-01,22:07,Medium
Visakhapatnam,2025-02-14,22:36,Medium
Anantapur,2025-11-05,01:00,Medium
YSR Kadapa,2025-08-19,21:17,Low
Nellore,2025-02-07,14:48,High
Srikakulam,2025-03-11,12:32,High
East Godavari,2025-02-01,02:28,Medium
Nellore,2025-12-10,13:48,Low
West Godavari,2025-09-24,23:48,Low
East Godavari,2025-06-17,08:38,High
Srikakulam,2025-06-23,08:38,Low
Vizianagaram,2025-11-16,16:01,Low
Nellore,2025-01-02,22:59,Low
West Godavari,2025-01-28,16:56,High
East Godavari,2025-10-25,11:40,Low
Guntur,2025-02-14,13:04,Medium
Chittoor,2025-08-13,04:27,Low
East Godavari,2025-07-28,06:56,High
Vizianagaram,2025-10-12,06:19,Medium
Vizianagaram,2025-12-05,13:51,Medium
Vizianagaram,2025-03-08,05:11,High
Anantapur,2025-08-19,10:07,Low
East Godavari,2025-01-03,09:05,High
YSR Kadapa,2025-01-16,05:09,Medium
Guntur,2025-02-23,00:32,Low
West Godavari,2025-02-20,08:54,High
Vizianagaram,2025-02-23,02:38,Low
Vizianagaram,2025-05-15,09:26,Low
Vizianagaram,2025-09-18,08:08,Low
East Godavari,2025-12-20,07:47,High
Kurnool,2025-08-21,21:12,Medium
Guntur,2025-11-24,18:53,Low
Krishna,2025-12-07,10:58,High
Chittoor,2025-03-14,17:16,Medium
West Godavari,2025-10-16,16:02,High
Chittoor,2025-11-17,07:10,Medium
Prakasam,2025-08-02,19:32,Medium
East Godavari,2025-05-11,20:35,High
Kurnool,2025-11-11,05:06,Low
Kurnool,2025-03-17,00:30,Medium
Krishna,2025-06-18,18:56,Medium
West Godavari,2025-05-26,09:37,High
Prakasam,2025-09-19,09:06,Medium
YSR Kadapa,2025-11-21,21:23,Medium
Anantapur,2025-12-01,12:16,High
Kurnool,2025-09-17,05:25,High
Visakhapatnam,2025-02-14,06:25,High
Chittoor,2025-09-07,09:13,High
Chittoor,2025-03-24,12:44,Low
Visakhapatnam,2025-08-16,10:35,High
East Godavari,2025-09-01,01:39,Medium
Nellore,2025-06-18,14:21,Low
Chittoor,2025-01-21,00:50,High
Prakasam,2025-08-12,16:28,High
Srikakulam,2025-02-16,23:25,High
Chittoor,2025-02-03,07:52,Medium
Guntur,2025-08-04,06:51,Medium
Prakasam,2025-02-05,22:33,Medium
YSR Kadapa,2025-03-19,20:46,Medium
Guntur,2025-08-21,00:21,Low
Nellore,2025-08-18,15:41,Medium
Guntur,2025-09-05,02:59,Low
Srikakulam,2025-09-12,20:20,Low
Nellore,2025-10-12,11:42,High
Guntur,2025-10-06,23:22,High
YSR Kadapa,2025-05-27,21:13,Medium
Vizianagaram,2025-12-10,19:48,Medium
Krishna,2025-10-21,22:43,High
Nellore,2025-10-17,20:32,High
Vizianagaram,2025-12-19,20:43,High
Vizianagaram,2025-10-11,02:33,High
Srikakulam,2025-07-02,15:21,High
Prakasam,2025-07-05,09:10,High
Prakasam,2025-11-05,12:28,Low
Prakasam,2025-07-27,01:25,High
Prakasam,2025-01-04,22:08,Medium
Anantapur,2025-01-05,09:21,Low
Chittoor,2025-09-12,13:28,Low
Krishna,2025-12-14,02:44,Low
Nellore,2025-09-17,18:46,Medium
Vizianagaram,2025-09-27,00:39,Low
Anantapur,2025-09-27,04:37,Low
YSR Kadapa,2025-05-14,11:08,Low
East Godavari,2025-12-02,00:07,Low
YSR Kadapa,2025-10-20,15:12,High
West Godavari,2025-11-14,12:59,Low
Anantapur,2025-01-25,11:08,High
Vizianagaram,2025-06-17,08:44,Medium
Srikakulam,2025-05-15,20:54,High
YSR Kadapa,2025-02-25,17:39,Low
Prakasam,2025-11-04,19:42,High
Prakasam,2025-04-26,07:45,Medium
Kurnool,2025-12-21,01:19,High
Nellore,2025-08-27,04:28,High
Visakhapatnam,2025-01-09,13:45,Low
Vizianagaram,2025-04-24,23:23,Medium
Visakhapatnam,2025-06-10,21:31,Medium
Visakhapatnam,2025-02-12,13:58,Medium
Srikakulam,2025-12-27,02:05,Medium
Srikakulam,2025-11-20,15:14,Medium
Anantapur,2025-08-07,02:23,Low
Chittoor,2025-03-23,22:47,High
West Godavari,2025-08-15,06:44,Medium
Prakasam,2025-01-26,06:48,High
West Godavari,2025-11-27,00:12,High
Visakhapatnam,2025-07-13,14:41,Medium
West Godavari,2025-07-24,08:06,Low
Prakasam,2025-01-15,14:04,High
Anantapur,2025-06-02,18:32,High
Prakasam,2025-08-01,05:08,Low
